app_name,authority,releaseDate,developer,tabName 
贝太厨房,"1修改或删除存储卡中的内容
2修改系统设置
3新建/修改/删除通话记录
4读取通话记录
5录制音频
6访问大致位置信息（使用网络进行定位）
7读取存储卡中的内容
8拨打电话
9读取通话状态和移动网络信息
10相机
11显示在其他应用上面
12访问确切位置信息（使用 GPS 和网络进行定位）",2019/9/28,北京贝太文化传媒有限公司,美食
美食菜谱,"1访问大致位置信息（使用网络进行定位）
2读取存储卡中的内容
3读取通话状态和移动网络信息
4修改或删除存储卡中的内容",2020/9/2,饶凯平,美食
早餐食谱,"1读取存储卡中的内容
2修改或删除存储卡中的内容
3读取通话状态和移动网络信息
4显示在其他应用上面
5读取通话状态和移动网络信息
6修改或删除存储卡中的内容
7读取通话状态和移动网络信息
8修改或删除存储卡中的内容
9修改系统设置",2018/10/12,False,美食
美食厨房,"1读取通话状态和移动网络信息
2读取存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4修改或删除存储卡中的内容
5访问大致位置信息（使用网络进行定位）",2020/5/20,吉安市吉州区灵韵网络科技有限公司,美食
婴儿辅食食谱,"1修改或删除存储卡中的内容
2访问大致位置信息（使用网络进行定位）
3显示在其他应用上面
4录制音频
5读取通话状态和移动网络信息
6查找设备上的帐号
7相机
8访问确切位置信息（使用 GPS 和网络进行定位）
9读取存储卡中的内容
10修改系统设置",2019/9/4,厦门好主妇信息技术有限公司,美食
上厨房,"1显示在其他应用上面
2查找设备上的帐号
3读取存储卡中的内容
4相机
5修改系统设置
6修改或删除存储卡中的内容
7读取通话状态和移动网络信息
8录制音频
9访问大致位置信息（使用网络进行定位）
10访问确切位置信息（使用 GPS 和网络进行定位）",2019/1/31,False,美食
TOKIT,"1访问大致位置信息（使用网络进行定位）
2录制音频
3拨打电话
4查找设备上的帐号
5显示在其他应用上面
6修改或删除存储卡中的内容
7访问确切位置信息（使用 GPS 和网络进行定位）
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息",2020/11/20,上海纯米电子科技有限公司,美食
外婆美食菜谱,"1显示在其他应用上面
2读取存储卡中的内容
3修改或删除存储卡中的内容",2020/10/12,觅见技术（厦门）有限公司,美食
云冰箱管家,"1修改系统设置
2读取存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5修改或删除存储卡中的内容
6录制音频
7读取通话状态和移动网络信息",2020/5/15,北京喧歌科技有限公司,美食
美食记,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4应用使用情况
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息",2020/10/19,厦门绿斗堂网络科技有限公司,美食
美食家菜谱,"1读取存储卡中的内容
2修改系统设置
3修改或删除存储卡中的内容
4读取通话状态和移动网络信息",2020/9/27,福州轻松玩网络科技有限公司,美食
东方美食,"1拨打电话
2显示在其他应用上面
3录制音频
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7相机
8读取存储卡中的内容
9读取通话状态和移动网络信息
10修改系统设置",2020/12/7,北京中搜网络技术股份有限公司第二分公司,美食
食谱大全,"1读取通话状态和移动网络信息
2读取存储卡中的内容
3修改或删除存储卡中的内容",2020/3/7,开封市捷忆思网络科技有限公司,美食
减丫瘦身食谱,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5应用使用情况
6读取存储卡中的内容
7修改系统设置
8读取通话状态和移动网络信息",2020/12/2,江苏九维信息科技有限公司,美食
厨房美食菜谱,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4相机
5读取存储卡中的内容",2020/8/28,重庆市果萌网络科技有限公司,美食
烘焙铺,"1相机
2修改或删除存储卡中的内容
3修改系统设置
4读取存储卡中的内容",2020/6/29,深圳市金版文化发展有限公司,美食
鼎食聚,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息
8修改系统设置",2020/11/4,舒睿贝蒙经济信息咨询（上海）有限公司,美食
火锅助手,"1访问确切位置信息（使用 GPS 和网络进行定位）
2修改或删除存储卡中的内容
3相机
4修改系统设置
5读取通话状态和移动网络信息
6访问大致位置信息（使用网络进行定位）
7读取存储卡中的内容",2020/5/13,杭州壹恩数字科技有限公司,美食
乖宝宝辅食大全,"1读取存储卡中的内容
2读取通话状态和移动网络信息
3修改或删除存储卡中的内容",2020/6/9,北京水滴芒果科技有限公司,美食
阳光午餐,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/11/28,上海天坊信息科技有限公司,美食
烹客,"1拨打电话
2查找设备上的帐号
3显示在其他应用上面
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7录制音频
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息
11修改系统设置",2020/11/5,上海小友电器有限公司,美食
西顿美食,"1读取通话状态和移动网络信息
2修改或删除存储卡中的内容
3读取存储卡中的内容
4相机
5访问大致位置信息（使用网络进行定位）",2019/11/16,苏州西顿家用自动化有限公司,美食
私厨食谱大全,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问大致位置信息（使用网络进行定位）
4相机
5读取存储卡中的内容
6读取通话状态和移动网络信息",2020/11/12,深圳市恒创永弘文化传媒有限公司,美食
嘻哈菜谱,"1访问大致位置信息（使用网络进行定位）
2读取联系人
3修改或删除存储卡中的内容
4读取通话状态和移动网络信息
5相机
6修改系统设置
7读取存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）",2019/10/9,雷毅,美食
懒人菜谱助手,"1相机
2读取存储卡中的内容
3读取通话状态和移动网络信息
4修改或删除存储卡中的内容",2020/10/14,内江优赞网络科技有限责任公司,美食
大厨日记,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息
8修改系统设置",2020/11/25,重庆匠子空间文化传媒有限公司,美食
料理笔记,"1读取存储卡中的内容
2修改或删除存储卡中的内容",2020/12/8,许子盈,美食
一家之煮,"1显示在其他应用上面
2录制音频
3访问大致位置信息（使用网络进行定位）
4访问确切位置信息（使用 GPS 和网络进行定位）
5读取存储卡中的内容
6发送短信
7相机
8拨打电话
9读取通话状态和移动网络信息
10修改系统设置
11修改或删除存储卡中的内容",2019/10/22,北京嘉煮科技有限公司,美食
超级菜谱,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5读取存储卡中的内容
6读取通话状态和移动网络信息
7修改系统设置",2020/9/19,保定智树网络科技有限公司,美食
今日菜谱,"1读取存储卡中的内容
2读取通话状态和移动网络信息
3修改或删除存储卡中的内容",2020/9/4,上海厚一信息科技有限公司,美食
戒不掉的烘焙甜点2,"1录制音频
2读取存储卡中的内容
3修改或删除存储卡中的内容
4相机",2019/12/11,中国轻工业出版社,美食
晒厨易,"1访问确切位置信息（使用 GPS 和网络进行定位）
2修改或删除存储卡中的内容
3录制音频
4显示在其他应用上面
5访问大致位置信息（使用网络进行定位）
6相机
7读取存储卡中的内容
8修改系统设置
9读取通话状态和移动网络信息",2019/11/19,塞厨网络科技（上海）有限公司,美食
美食菜谱,"1修改或删除存储卡中的内容
2相机",2019/1/18,False,美食
苏巧巧,"1读取存储卡中的内容
2相机
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5重新设置外拨电话的路径
6录制音频
7拨打电话
8修改或删除存储卡中的内容
9显示在其他应用上面
10修改系统设置
11读取通话状态和移动网络信息",2020/4/23,浙江绍兴苏泊尔生活电器有限公司,美食
今日菜谱美食厨房,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息",2020/11/28,成都可比课科技有限公司,美食
爱上厨房美食菜谱,"1相机
2读取通话状态和移动网络信息
3辅助功能
4读取存储卡中的内容
5修改系统设置
6访问确切位置信息（使用 GPS 和网络进行定位）
7访问大致位置信息（使用网络进行定位）
8显示在其他应用上面
9监听通知栏
10修改或删除存储卡中的内容
11录制音频",2020/4/7,福州亿游联盟网络科技有限公司,美食
调味宝,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4读取存储卡中的内容
5读取通话状态和移动网络信息
6修改系统设置",2020/11/3,深圳市新码技术有限公司,美食
美食美客,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4读取存储卡中的内容
5读取通话状态和移动网络信息",2020/10/27,石家庄极聚科技有限公司,美食
小红鱼,"1读取通话状态和移动网络信息
2修改或删除存储卡中的内容
3读取存储卡中的内容
4相机
5拨打电话
6修改系统设置
7录制音频",2018/11/15,深圳前海天美视界文化科技有限公司,美食
赚钱菜谱熊猫美食,"1读取通话状态和移动网络信息
2修改或删除存储卡中的内容
3访问大致位置信息（使用网络进行定位）
4读取存储卡中的内容",2019/10/26,False,美食
饮食记,"1相机
2读取存储卡中的内容
3修改或删除存储卡中的内容",2020/11/18,厦门小屯网络科技有限公司,美食
欧米奇在线,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6录制音频
7相机
8读取存储卡中的内容
9读取通话状态和移动网络信息
10修改系统设置",2020/12/10,北京秘味科技有限公司,美食
好厨,"1读取通话状态和移动网络信息
2读取存储卡中的内容
3相机
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6修改或删除存储卡中的内容",2020/6/8,北京青青互娱网络技术有限公司,美食
计膳器,"1显示在其他应用上面
2接收短信
3修改或删除存储卡中的内容
4读取通话状态和移动网络信息
5修改系统设置
6应用使用情况
7读取存储卡中的内容
8读取短信/彩信
9相机
10访问确切位置信息（使用 GPS 和网络进行定位）
11访问大致位置信息（使用网络进行定位）",2019/3/28,False,美食
幸运菜品,"1相机
2读取存储卡中的内容
3修改或删除存储卡中的内容
4读取通话状态和移动网络信息",2020/11/3,机契机（天津）科技有限公司,美食
菜谱大师,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4相机
5读取存储卡中的内容
6读取通话状态和移动网络信息",2020/9/4,安徽哪吒互娱信息技术有限公司,美食
食鲜安,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6发送短信
7相机
8读取存储卡中的内容
9修改系统设置
10读取通话状态和移动网络信息",2020/10/29,安得利（上海）食品有限公司,美食
app_name,authority,releaseDate,developer,tabName
定位守护,"1读取联系人
2新建/修改/删除日历
3读取日历
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7读取存储卡中的内容
8读取通话状态和移动网络信息",2020/11/19,杭州点纵网络科技有限公司,出行导航
高德地图,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4录制音频
5读取联系人
6显示在其他应用上面
7修改或删除存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/11/4,北京高德云图科技有限公司,出行导航
户外助手GPS指南针,"1访问身体传感器（如心率监测器）
2访问大致位置信息（使用网络进行定位）
3修改或删除存储卡中的内容
4读取通话状态和移动网络信息
5相机
6读取存储卡中的内容
7访问确切位置信息（使用 GPS 和网络进行定位）
8录制音频",2020/6/23,成都沙丘猫科技有限公司,出行导航
百度 CarLife+,"1访问大致位置信息（使用网络进行定位）
2录制音频
3读取联系人
4拨打电话
5查找设备上的帐号
6显示在其他应用上面
7修改或删除存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9新建/修改/删除联系人
10读取通话记录
11相机
12读取存储卡中的内容
13读取通话状态和移动网络信息
14修改系统设置",2020/11/9,百度云计算技术（北京）有限公司,出行导航
北斗伴,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4读取存储卡中的内容
5修改系统设置",2020/10/23,北京北斗教仪科技有限公司,出行导航
安吉星,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4录制音频
5读取联系人
6拨打电话
7显示在其他应用上面
8修改或删除存储卡中的内容
9访问确切位置信息（使用 GPS 和网络进行定位）
10相机
11读取存储卡中的内容
12修改系统设置
13读取通话状态和移动网络信息",2020/12/7,上海安吉星信息服务有限公司,出行导航
指南针导航助手,"1录制音频
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息",2020/11/9,南京赶超里信息技术有限公司,出行导航
两步路户外助手,"1应用使用情况
2读取联系人
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5录制音频
6显示在其他应用上面
7修改或删除存储卡中的内容
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息
11修改系统设置",2020/11/19,深圳市两步路信息技术有限公司,出行导航
货车宝货车导航,"1读取电话号码
2访问大致位置信息（使用网络进行定位）
3重新设置外拨电话的路径
4录制音频
5拨打电话
6读取短信/彩信
7显示在其他应用上面
8修改或删除存储卡中的内容
9访问确切位置信息（使用 GPS 和网络进行定位）
10发送短信
11相机
12读取存储卡中的内容
13修改系统设置",2020/12/4,深圳市货车宝科技有限公司,出行导航
嘀嗒出租司机,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4录制音频
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息
8修改系统设置",2020/12/2,北京畅行信息技术有限公司,出行导航
钛马星,"1读取联系人
2拨打电话
3显示在其他应用上面
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7读取通话记录
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息
11修改系统设置",2020/11/13,钛马信息网络技术有限公司,出行导航
蓝色大道司机,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5录制音频
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/11/16,福建华威易行通旅运有限公司,出行导航
亿连驾驶助手,"1访问大致位置信息（使用网络进行定位）
2重新设置外拨电话的路径
3应用使用情况
4录制音频
5读取联系人
6查找设备上的帐号
7拨打电话
8读取短信/彩信
9显示在其他应用上面
10修改或删除存储卡中的内容
11访问确切位置信息（使用 GPS 和网络进行定位）
12接收短信
13发送短信
14辅助功能
15读取通话记录
16相机
17读取存储卡中的内容
18读取通话状态和移动网络信息
19修改系统设置",2020/11/3,武汉卡比特信息有限公司,出行导航
小强停车,"1读取联系人
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6录制音频
7相机
8读取存储卡中的内容
9读取通话状态和移动网络信息
10修改系统设置",2020/12/5,杭州甲虎科技有限公司,出行导航
好运宝卡友,"1读取联系人
2拨打电话
3查找设备上的帐号
4显示在其他应用上面
5修改或删除存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7访问大致位置信息（使用网络进行定位）
8录制音频
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/12/1,合肥维天运通信息科技股份有限公司,出行导航
宜停车,"1读取存储卡中的内容
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5相机",2019/10/24,深圳市道路交通管理事务中心,出行导航
汽车在线,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/12/11,深圳市谷米科技有限公司,出行导航
AndroiTS GPS Test,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4读取存储卡中的内容
5读取通话状态和移动网络信息",2020/8/28,广平县达润贸易有限公司,出行导航
福州交警,"1录制音频
2相机
3访问确切位置信息（使用 GPS 和网络进行定位）
4读取通话状态和移动网络信息
5读取存储卡中的内容
6显示在其他应用上面
7访问大致位置信息（使用网络进行定位）
8修改或删除存储卡中的内容",2020/7/31,交通宝互联网技术有限公司,出行导航
百斗导航地图,"1拨打电话
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5读取存储卡中的内容
6读取通话状态和移动网络信息",2020/10/24,深圳市恩意达科技有限公司,出行导航
斗斗导航,"1拨打电话
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5读取存储卡中的内容
6读取通话状态和移动网络信息",2020/12/9,深圳西瓜影音科技有限公司,出行导航
六只脚,"1显示在其他应用上面
2访问大致位置信息（使用网络进行定位）
3修改系统设置
4录制音频
5读取通话状态和移动网络信息
6修改或删除存储卡中的内容
7读取存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9相机",2020/8/20,北京更嗨科技有限公司,出行导航
12306出行,"1访问确切位置信息（使用 GPS 和网络进行定位）
2访问大致位置信息（使用网络进行定位）
3读取存储卡中的内容
4读取通话状态和移动网络信息
5修改或删除存储卡中的内容",2019/1/15,False,出行导航
设备在线,"1读取联系人
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4修改系统设置",2018/8/28,深圳市伊爱高新技术开发有限公司,出行导航
通行宝,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5录制音频
6相机
7读取存储卡中的内容
8修改系统设置
9读取通话状态和移动网络信息",2020/10/20,江苏通行宝智慧交通科技股份有限公司,出行导航
凯立德导航,"1访问大致位置信息（使用网络进行定位）
2录制音频
3读取联系人
4查找设备上的帐号
5拨打电话
6显示在其他应用上面
7修改或删除存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9发送短信
10相机
11读取存储卡中的内容
12读取通话状态和移动网络信息
13修改系统设置",2020/10/30,深圳市凯立德欣软件技术有限公司,出行导航
物联查询,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6新建/修改/删除联系人
7录制音频
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息
11修改系统设置",2020/12/12,深圳市锐思酷科技有限公司,出行导航
驾驶伴侣,"1访问大致位置信息（使用网络进行定位）
2重新设置外拨电话的路径
3应用使用情况
4录制音频
5读取联系人
6查找设备上的帐号
7拨打电话
8读取短信/彩信
9显示在其他应用上面
10修改或删除存储卡中的内容
11访问确切位置信息（使用 GPS 和网络进行定位）
12接收短信
13发送短信
14辅助功能
15读取通话记录
16相机
17读取存储卡中的内容
18读取通话状态和移动网络信息
19修改系统设置",2020/11/3,武汉卡比特信息有限公司,出行导航
海e行智慧版,"1拨打电话
2读取存储卡中的内容
3相机
4修改或删除存储卡中的内容
5访问大致位置信息（使用网络进行定位）
6访问确切位置信息（使用 GPS 和网络进行定位）
7读取通话状态和移动网络信息",2020/8/5,交通运输部东海航海保障中心上海海图中心,出行导航
沃.行讯通,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4相机
5读取存储卡中的内容
6读取通话状态和移动网络信息",2018/8/21,中国联合网络通信有限公司广州市分公司,出行导航
甘肃高速,"1访问大致位置信息（使用网络进行定位）
2录制音频
3读取短信/彩信
4拨打电话
5查找设备上的帐号
6显示在其他应用上面
7修改或删除存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9发送短信
10相机
11读取存储卡中的内容
12读取通话状态和移动网络信息
13修改系统设置",2020/12/2,甘肃省高速公路交通调度指挥总中心,出行导航
凯立德导航,"1访问大致位置信息（使用网络进行定位）
2录制音频
3读取联系人
4查找设备上的帐号
5拨打电话
6显示在其他应用上面
7修改或删除存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9发送短信
10相机
11读取存储卡中的内容
12读取通话状态和移动网络信息
13修改系统设置",2020/10/30,深圳市凯立德欣软件技术有限公司,出行导航
好停车,"1相机
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4显示在其他应用上面
5读取联系人
6修改或删除存储卡中的内容
7接收短信
8拨打电话
9录制音频
10修改系统设置
11读取通话状态和移动网络信息
12读取存储卡中的内容
13查找设备上的帐号",2020/5/1,False,出行导航
高速e行,"1读取联系人
2拨打电话
3显示在其他应用上面
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7重新设置外拨电话的路径
8录制音频
9相机
10读取存储卡中的内容
11修改系统设置
12读取通话状态和移动网络信息",2020/11/6,齐鲁交通信息有限公司,出行导航
超级指南针,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3相机
4读取存储卡中的内容
5读取通话状态和移动网络信息",2020/12/10,北京重力无限科技有限公司,出行导航
语音导航,"1修改或删除存储卡中的内容
2读取通话状态和移动网络信息
3访问大致位置信息（使用网络进行定位）
4录制音频
5访问确切位置信息（使用 GPS 和网络进行定位）
6读取存储卡中的内容",2020/4/7,长沙十分网络科技有限公司,出行导航
石家庄市智慧泊车,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5录制音频
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/11/26,石家庄爱泊车科技有限公司,出行导航
喵驾,"1访问大致位置信息（使用网络进行定位）
2录制音频
3读取联系人
4拨打电话
5读取短信/彩信
6显示在其他应用上面
7修改或删除存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/11/10,深圳市点嘀互联网络有限公司,出行导航
怕怕,"1访问确切位置信息（使用 GPS 和网络进行定位）
2新建/修改/删除联系人
3拨打电话
4访问大致位置信息（使用网络进行定位）
5读取存储卡中的内容
6读取日历
7录制音频
8新建/修改/删除日历
9显示在其他应用上面
10修改或删除存储卡中的内容
11读取通话状态和移动网络信息
12相机
13读取联系人
14修改系统设置",2020/7/15,有我在（北京）网络科技有限公司,出行导航
防走丢,"1访问大致位置信息（使用网络进行定位）
2录制音频
3读取联系人
4显示在其他应用上面
5修改或删除存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7相机
8读取存储卡中的内容
9读取通话状态和移动网络信息
10修改系统设置",2020/11/26,广州云芯信息科技有限公司,出行导航
图吧导航,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4应用使用情况
5录制音频
6相机
7读取存储卡中的内容
8修改系统设置
9读取通话状态和移动网络信息",2020/11/24,北京图为先科技有限公司,出行导航
电子狗,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4读取存储卡中的内容
5读取通话状态和移动网络信息",2020/10/19,孔祥琦,出行导航
阿那亚,"1读取电话号码
2访问大致位置信息（使用网络进行定位）
3录制音频
4读取联系人
5读取短信/彩信
6拨打电话
7查找设备上的帐号
8显示在其他应用上面
9修改或删除存储卡中的内容
10访问确切位置信息（使用 GPS 和网络进行定位）
11相机
12读取存储卡中的内容
13读取通话状态和移动网络信息
14修改系统设置",2020/12/11,北京九州新亚信息技术有限公司,出行导航
萌驾,"1新建/修改/删除通话记录
2修改或删除存储卡中的内容
3应用使用情况
4访问确切位置信息（使用 GPS 和网络进行定位）
5修改系统设置
6相机
7新建/修改/删除日历
8录制音频
9读取日历
10读取短信/彩信
11新建/修改/删除联系人
12重新设置外拨电话的路径
13拨打电话
14访问大致位置信息（使用网络进行定位）
15发送短信
16读取通话状态和移动网络信息
17读取联系人
18读取存储卡中的内容
19显示在其他应用上面
20读取通话记录",2020/1/6,东软集团股份有限公司,出行导航
慧停车+,"1访问大致位置信息（使用网络进行定位）
2录制音频
3显示在其他应用上面
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/11/2,松立控股集团股份有限公司,出行导航
盐城停车,"1拨打电话
2修改或删除存储卡中的内容
3接收短信
4读取通话状态和移动网络信息
5发送短信
6访问确切位置信息（使用 GPS 和网络进行定位）
7访问大致位置信息（使用网络进行定位）
8相机
9读取存储卡中的内容
10录制音频",2019/10/30,盐城城投智能停车场建设管理有限公司,出行导航
九护手机定位,"1读取短信/彩信
2查找设备上的帐号
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6接收短信
7发送短信
8接收彩信
9读取存储卡中的内容
10修改系统设置
11读取通话状态和移动网络信息",2020/12/8,深圳安诺盛科技有限公司,出行导航
货车导航,"1读取联系人
2读取短信/彩信
3拨打电话
4显示在其他应用上面
5修改或删除存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7访问大致位置信息（使用网络进行定位）
8重新设置外拨电话的路径
9接收短信
10录制音频
11相机
12读取存储卡中的内容
13修改系统设置
14读取通话状态和移动网络信息",2020/11/21,广东沙师弟网络科技有限公司,出行导航
司集,"1拨打电话
2读取短信/彩信
3显示在其他应用上面
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7接收短信
8录制音频
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/10/1,陕西司集能源科技有限公司,出行导航
蘑菇知途,"1读取联系人
2拨打电话
3访问大致位置信息（使用网络进行定位）
4读取存储卡中的内容
5修改或删除存储卡中的内容
6修改系统设置
7发送短信
8读取通话状态和移动网络信息
9录制音频
10相机
11访问确切位置信息（使用 GPS 和网络进行定位）
12显示在其他应用上面",2020/7/29,鑫泰智能汽车科技（天津）有限公司,出行导航
河北高速通,"1访问大致位置信息（使用网络进行定位）
2访问确切位置信息（使用 GPS 和网络进行定位）
3拨打电话
4读取通话状态和移动网络信息
5修改或删除存储卡中的内容
6访问身体传感器（如心率监测器）
7修改系统设置
8重新设置外拨电话的路径
9录制音频
10相机
11读取存储卡中的内容",2018/9/29,False,出行导航
