app_name,authority,releaseDate,developer,tabName
安全浏览器,"1访问大致位置信息（使用网络进行定位）
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息",2020/12/3,北京聚贤博众科技有限公司,实用工具
手机浏览器,"1修改或删除存储卡中的内容
2修改系统设置
3读取存储卡中的内容
4显示在其他应用上面
5相机
6读取通话状态和移动网络信息
7访问确切位置信息（使用 GPS 和网络进行定位）
8访问大致位置信息（使用网络进行定位）",2019/12/13,上海书剑网络科技有限公司,实用工具
360搜索,"1读取存储卡中的内容
2辅助功能
3显示在其他应用上面
4访问大致位置信息（使用网络进行定位）
5相机
6修改系统设置
7查找设备上的帐号
8修改或删除存储卡中的内容
9读取通话状态和移动网络信息
10访问确切位置信息（使用 GPS 和网络进行定位）
11录制音频",2019/7/26,北京奇虎科技有限公司,实用工具
花漾搜索,"1读取联系人
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6发送短信
7录制音频
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息
11修改系统设置",2020/10/27,中国搜索信息科技股份有限公司,实用工具
悦动浏览器,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4相机
5读取存储卡中的内容",2020/12/10,深圳市悦生活科技有限公司,实用工具
三星浏览器,"1访问大致位置信息（使用网络进行定位）
2修改或删除存储卡中的内容
3读取存储卡中的内容
4显示在其他应用上面
5读取通话状态和移动网络信息
6相机
7修改系统设置
8查找设备上的帐号
9录制音频
10访问确切位置信息（使用 GPS 和网络进行定位）",2019/5/5,三星（中国）投资有限公司,实用工具
上网导航,"1访问大致位置信息（使用网络进行定位）
2修改系统设置
3录制音频
4读取通话状态和移动网络信息
5修改或删除存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7读取联系人
8显示在其他应用上面
9相机
10读取存储卡中的内容",2020/9/7,百度在线网络技术（北京）有限公司,实用工具
微米浏览器,"1读取联系人
2读取电话号码
3显示在其他应用上面
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7录制音频
8相机
9读取存储卡中的内容
10修改系统设置",2020/9/29,上海博色信息科技有限公司,实用工具
hao网址大全,"1访问大致位置信息（使用网络进行定位）
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息",2020/12/1,北京聚贤博众科技有限公司,实用工具
指尖浏览器,"1访问确切位置信息（使用 GPS 和网络进行定位）
2相机
3修改或删除存储卡中的内容
4读取存储卡中的内容
5访问大致位置信息（使用网络进行定位）
6读取通话状态和移动网络信息",2019/12/24,指尖联合（北京）科技有限公司,实用工具
2345极速浏览器,"1访问大致位置信息（使用网络进行定位）
2录制音频
3查找设备上的帐号
4显示在其他应用上面
5修改或删除存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7相机
8读取存储卡中的内容
9读取通话状态和移动网络信息
10修改系统设置",2020/10/14,上海二三四五移动科技有限公司,实用工具
久久浏览器极速版,"1显示在其他应用上面
2修改或删除存储卡中的内容
3相机
4读取存储卡中的内容
5读取通话状态和移动网络信息",2020/12/1,北京久讯在线科技有限公司,实用工具
See浏览器,"1修改或删除存储卡中的内容
2读取存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5相机",2020/5/16,青岛容商天下网络有限公司,实用工具
西瓜浏览器,"1读取存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3显示在其他应用上面
4录制音频
5修改系统设置
6读取通话状态和移动网络信息
7修改或删除存储卡中的内容
8访问大致位置信息（使用网络进行定位）
9相机",2019/9/30,武汉多采信息科技有限公司,实用工具
极速搜索,"1访问确切位置信息（使用 GPS 和网络进行定位）
2访问大致位置信息（使用网络进行定位）
3读取存储卡中的内容
4相机
5显示在其他应用上面
6修改系统设置
7修改或删除存储卡中的内容
8查找设备上的帐号
9读取通话状态和移动网络信息",2020/5/22,上海二三四五网络科技有限公司,实用工具
Pure浏览器,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4相机
5读取存储卡中的内容",2020/11/5,金星,实用工具
蚂蚁浏览器,"1查找设备上的帐号
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6录制音频
7相机
8读取存储卡中的内容
9修改系统设置
10读取通话状态和移动网络信息",2020/10/30,北京蚂蚁玖玖浏览器技术开发中心,实用工具
芒果浏览器,"1访问大致位置信息（使用网络进行定位）
2读取通话状态和移动网络信息
3读取存储卡中的内容
4显示在其他应用上面
5读取短信/彩信
6读取联系人
7查找设备上的帐号
8相机
9修改系统设置
10修改或删除存储卡中的内容
11访问确切位置信息（使用 GPS 和网络进行定位）
12应用使用情况",2020/3/26,北京需要冒险科技有限责任公司,实用工具
米讯浏览器,"1修改或删除存储卡中的内容
2读取存储卡中的内容
3访问大致位置信息（使用网络进行定位）
4访问确切位置信息（使用 GPS 和网络进行定位）
5读取通话状态和移动网络信息
6相机",2020/2/14,宁德市百顺信息科技有限公司,实用工具
星尘浏览器,"1访问确切位置信息（使用 GPS 和网络进行定位）
2访问大致位置信息（使用网络进行定位）
3相机",2018/5/30,False,实用工具
欧朋浏览器极速版,"1访问大致位置信息（使用网络进行定位）
2应用使用情况
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息
8修改系统设置",2020/12/8,北界无限（北京）软件有限公司,实用工具
安全浏览器,"1访问确切位置信息（使用 GPS 和网络进行定位）
2读取通话状态和移动网络信息
3修改系统设置
4相机
5访问大致位置信息（使用网络进行定位）
6读取存储卡中的内容
7修改或删除存储卡中的内容",2019/12/29,北京神指飞扬科技有限公司,实用工具
AI浏览器,"1修改或删除存储卡中的内容
2相机
3读取存储卡中的内容
4录制音频
5访问确切位置信息（使用 GPS 和网络进行定位）",2019/1/18,上海具典网络科技有限公司,实用工具
浏览器Pro,"1访问大致位置信息（使用网络进行定位）
2查找设备上的帐号
3显示在其他应用上面
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息",2020/11/12,北京聚贤博众科技有限公司,实用工具
秘迹搜索,"1修改或删除存储卡中的内容
2读取存储卡中的内容",2019/6/19,熵增（北京）网络科技有限公司,实用工具
手机浏览器,"1访问大致位置信息（使用网络进行定位）
2读取存储卡中的内容
3修改或删除存储卡中的内容
4拨打电话
5读取通话状态和移动网络信息
6访问确切位置信息（使用 GPS 和网络进行定位）
7相机",2019/10/12,金湖陶乐网络科技有限公司,实用工具
联想浏览器,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4录制音频
5读取联系人
6读取短信/彩信
7查找设备上的帐号
8显示在其他应用上面
9修改或删除存储卡中的内容
10访问确切位置信息（使用 GPS 和网络进行定位）
11接收短信
12发送短信
13相机
14读取存储卡中的内容
15读取通话状态和移动网络信息
16修改系统设置",2020/9/2,北京神奇工场科技有限公司,实用工具
快搜索,"1访问确切位置信息（使用 GPS 和网络进行定位）
2访问大致位置信息（使用网络进行定位）
3相机
4读取存储卡中的内容
5修改或删除存储卡中的内容
6读取通话状态和移动网络信息",2020/9/25,北京深动力科技有限公司,实用工具
神游软件,"1查找设备上的帐号
2读取通话状态和移动网络信息
3显示在其他应用上面
4访问大致位置信息（使用网络进行定位）
5读取存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7修改系统设置
8应用使用情况
9修改或删除存储卡中的内容",2020/1/22,郑州阿帕斯科技有限公司,实用工具
